score,pop,song_a,song_b,bpm
99,63,Harsh Nussi - Sadi Sun,Shashaa Tirupati - Baarish (w/ Ash King),117<->117
99,63,Tito Double P - POR SUS BESOS,Luis R Conriquez - Medusa (w/ Tito Double P),112<->112
99,63,A.R. Rahman - Deewaana Deewaana (w/ Irshad Kamil),DJ Japa NK - Amo Minha Favela (w/ MC Meno K),136<->129
99,63,RnBoi - AVEC MOI (w/ Nono La Grinta),Mc Lele JP - Toma Gostosona (w/ DJ Guh Mix),129<->129
99,63,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",BTS - Body to Body,117<->123
99,63,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",Jung Kook - Seven (w/ Latto),117<->123
99,63,DaBaby - POP DAT THANG,"Mc IG - Mente Barulhenta (w/ Mc Lele JP, DJ Oreia, DJ Noiskita)",136<->129
99,62,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",Fuerza Regida - PERO NO TE ENAMORES,117<->117
99,62,Cameron Whitcomb - Kingdom of Fear,DJ Japa NK - Amo Minha Favela (w/ MC Meno K),136<->129
99,62,Cameron Whitcomb - Kingdom of Fear,"DJ Japa NK - SET DO JAPA NK 2.0 (w/ MC Ryan SP, MC Meno K, Mc IG, MC LUUKY, Mc JacareÌ, Mc Rodrigo do CN, MC GH do 7, Mc Lele JP, MC Jvila, Oruam)",136<->129
99,62,Cameron Whitcomb - Kingdom of Fear,Belanova - Rosa Pastel,136<->129
99,62,"Mc IG - Mente Barulhenta (w/ Mc Lele JP, DJ Oreia, DJ Noiskita)",System Of A Down - Toxicity,129<->123
99,62,"Mc IG - Mente Barulhenta (w/ Mc Lele JP, DJ Oreia, DJ Noiskita)","Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)",129<->129
99,62,"Mc IG - Mente Barulhenta (w/ Mc Lele JP, DJ Oreia, DJ Noiskita)","TOMAS - Medley RelÃ­quia (w/ DJ ADUTTZ, MC Dricka)",129<->129
99,62,Glass Animals - Heat Waves,Pashanim - Ms. Jackson,161<->161
99,62,Roy Bianco & Die Abbrunzati Boys - Bella Napoli,"Dj Caio Vieira - FAMOSINHA (w/ MC Meno K, Mc Rodrigo do CN)",136<->129
99,62,R2 - RUINART,"Mc NegÃ£o Original - Vou pela Madrugada (w/ MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix)",123<->123
99,62,Junior H - Y LLORO,Malcolm Todd - I Just Got Mad,161<->161
99,62,Michael Jackson - Smooth Criminal,Future - Build a Bitch,117<->123
99,62,French Montana - Unforgettable (w/ Swae Lee),BTS - Body to Body,129<->123
99,62,French Montana - Unforgettable (w/ Swae Lee),Jung Kook - Seven (w/ Latto),129<->123
99,62,Madonna - Danceteria,Eminem - Without Me,117<->112
99,62,Chuyin - PUES QUE LE HAGO ?,Luke Combs - When It Rains It Pours,129<->129
99,61,"Pritam - Tujhko (w/ Arijit Singh, Sunidhi Chauhan, Amitabh Bhattacharya)",Bia Frazzo - BEATRIZ (w/ Henrique & Juliano),152<->152
99,61,Silva Bumpa - On 2nite,Natanzinho Lima - Sonho de Amor,136<->136
99,61,Junior H - Y LLORO,Eden MuÃ±oz - Como En Los Viejos Tiempos,161<->161
99,61,ZÃ© Vitor & Rael - Vale a Pena Ouvir de Novo,FloyyMenor - Gata Only (w/ Cris MJ),103<->99
99,61,Dexter and The Moonrocks - Freakinâ Out,Carly Rae Jepsen - Call Me Maybe,123<->117
99,61,The Neighbourhood - Sweater Weather,Cheema Y - The Beast (w/ Gur Sidhu),123<->117
99,61,The Neighbourhood - Sweater Weather,Werenoi - Poney,123<->117
99,61,Bruno Mars - I Just Might,Tream - LA PLENA (w/ Solita),103<->99
99,61,Nirvana - Smells Like Teen Spirit,Cave - CASA CUBA (w/ Amo),117<->123
99,61,French Montana - Unforgettable (w/ Swae Lee),Teddy Swims - The Door,129<->129
99,61,French Montana - Unforgettable (w/ Swae Lee),"Bob Sinclar - World, Hold On",129<->129
99,61,French Montana - Unforgettable (w/ Swae Lee),OG Plugging - BBL,129<->129
99,61,Mucco - 2Ms,Neton Vega - /Perro Fiel (w/ benny blanco),92<->95
99,61,Madonna - Danceteria,"Pritam - Jab Talak (w/ Arijit Singh, Amitabh Bhattacharya, AKASA, Madhubanti Bagchi)",117<->117
99,61,Hozier - Too Sweet,Jazeek - AKON,117<->117
99,61,Rihanna - S&M,Junior H - MIENTRAS DUERMES,129<->123
99,61,Zach Bryan - I Remember Everything (w/ Kacey Musgraves),Train - Drops of Jupiter,103<->103
99,61,"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",Madonna - Bring Your Love (w/ Sabrina Carpenter),123<->123
99,61,Luke Combs - When It Rains It Pours,GIMS - PARISIENNE (w/ La Mano 1.9),129<->123
99,61,Kelly Clarkson - Since U Been Gone,Dexter and The Moonrocks - Freakinâ Out,129<->123
99,61,Hozier - Take Me To Church,Dexter and The Moonrocks - Freakinâ Out,129<->123
99,61,"Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)",The Neighbourhood - Sweater Weather,129<->123
99,60,"Noor - Aarzu (w/ Khan, Madhurxo)",Kaique e Felipe - Mente SÃ£,143<->143
99,60,Peso Pluma - 7-3 (w/ Tito Double P),Jonas Blue - Edge of Desire (w/ Malive),129<->123
99,60,Chuyin - PUES QUE LE HAGO ?,"MC GP - Semi Nua (w/ MC Meno K, Aaron Modesto, MC RN do CapÃ£o, DU'L, MC Rick, DJ Guh Mix, Marquinho no Beat, MC Ryan SP, Mc NegÃ£o Original)",129<->123
99,60,Hozier - Too Sweet,Dardan - Mitten in der Nacht (w/ Azet),117<->123
99,60,Hozier - Too Sweet,GIMS - NINAO,117<->123
99,60,Hozier - Too Sweet,Genezio - OG (w/ Niska),117<->117
99,60,Natasha Bedingfield - Unwritten,Tream - LA PLENA (w/ Solita),99<->99
99,60,Rihanna - S&M,Drake - Plot Twist,129<->123
99,60,JAÅ¸-Z - Empire State Of Mind (w/ Alicia Keys),"DJ Japa NK - BB do BundÃ£o GrandÃ£o (w/ Mc Don Juan, MC Ryan SP, MC Tuto, MC Paulin da Capital, Mc Rodrigo do CN, Mc Lele JP)",86<->86
99,60,JAÅ¸-Z - Empire State Of Mind (w/ Alicia Keys),Tyan G - Jesse Pinkman (w/ Victor Mendivil),86<->89
99,60,Creedence Clearwater Revival - Have You Ever Seen The Rain,Shashaa Tirupati - Baarish (w/ Ash King),117<->117
99,60,Guns N Roses - Sweet Child O' Mine,Icona Pop - I Love It (w/ Charli xcx),123<->123
99,60,Fat Papi - FREAKED OUT (w/ prodshushy),Shubh - One Love,143<->143
99,60,Zach Bryan - I Remember Everything (w/ Kacey Musgraves),Fetty Wap - Trap Queen,103<->99
99,60,Bad Bunny - EoO,Mark Ronson - Valerie (w/ Amy Winehouse),103<->107
99,60,Shawn Mendes - Treat You Better,DopeNation - Kakalika,112<->117
99,60,The Kid LAROI - GIRLS,"USHER - Yeah! (w/ Lil Jon, Ludacris)",99<->103
99,60,Natanael Cano - Perlas Negras (w/ Gabito Ballesteros),Justin Bieber - Sorry,136<->136
99,60,Natanael Cano - Perlas Negras (w/ Gabito Ballesteros),Justin Bieber - Baby (w/ Ludacris),136<->129
99,60,Rihanna - Only Girl (In The World),Ed Sheeran - Shape of You,129<->129
99,60,"ZEG P - Avion de chasse (w/ Gazo, Ninho)",Sean Paul - No Lie (w/ Dua Lipa),136<->136
99,60,Hozier - Take Me To Church,Sabrina Carpenter - Manchild,129<->123
99,60,The Bausa - Magnetic,Sabrina Carpenter - Manchild,129<->123
99,59,Zach Bryan - I Remember Everything (w/ Kacey Musgraves),LÃ©o Foguete - Deixo,103<->107
99,59,Bruno Mars - That's What I Like,Nono La Grinta - Terrain,136<->129
99,59,Mac Miller - The Spins (w/ Empire Of The Sun),"Mc Lele JP - Vai Tomando Pock Pock (w/ MC Leozinho ZS, MC GH Original, MC Menor ZL, DJ GORDINHO DA VF, MC Meno K, MC PR)",129<->129
99,59,The Kid LAROI - GIRLS,Diggo - Hipnotiza (w/ LÃ©o Santana),99<->103
99,59,Natanael Cano - Perlas Negras (w/ Gabito Ballesteros),"Sai Abhyankkar - Karuppa Kooda Va (w/ V.M. Mahalingam, Pa. Vijay)",136<->129
99,59,GIMS - PARISIENNE (w/ La Mano 1.9),Guy2Bezbar - Je pense Ã toi,123<->117
99,59,GIMS - PARISIENNE (w/ La Mano 1.9),"MC GP - Semi Nua (w/ MC Meno K, Aaron Modesto, MC RN do CapÃ£o, DU'L, MC Rick, DJ Guh Mix, Marquinho no Beat, MC Ryan SP, Mc NegÃ£o Original)",123<->123
99,59,Rihanna - Only Girl (In The World),"Dj Luan Gomes - PEGA A MALDADE DA BANDIDA (w/ Mc Ws da leste, Delleon, Tropa da W&S)",129<->129
99,59,Tame Impala - The Less I Know The Better,Sohail Sen - Aashiq Tera (w/ Altamash Faridi),117<->117
99,59,Morgan Wallen - I'm The Problem,Ed Sheeran - Perfect,184<->184
99,59,Soolking - Tour du monde (w/ L2B),"Junior H - DROGA LETAL (w/ Gael Valenzuela, Peso Pluma)",123<->117
99,59,"James Hype - Waterfalls (w/ Sam Harper, Bobby Harvey)",Rihanna - Only Girl (In The World),136<->129
99,59,La Mano 1.9 - JET SET,"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",129<->123
99,58,Bruno & Barretto - Texana 37,Madonna - La Isla Bonita,136<->129
99,58,BeyoncÃ© - MORNING DEW (DONK),CAPO - Gentlemen,152<->152
99,58,Future - Radio,Karan Aujla - Winning Speech (w/ Mxrci),86<->86
99,58,Linkin Park - Numb,Charlotte Cardin - Feel Good,112<->112
99,58,Bryan Adams - Summer Of '69,Panda - Calcinha de Renda,143<->143
99,58,"ZEG P - Avion de chasse (w/ Gazo, Ninho)",Katy Perry - Hot N Cold,136<->129
99,58,Chappell Roan - Pink Pony Club,Bayaan - Safar (w/ Sherazam),107<->103
99,58,Wheatus - Teenage Dirtbag,Navaan Sandhu - Deewane (w/ Bir),129<->129
99,58,Wheatus - Teenage Dirtbag,Lari Ferreira - Tudo Que Eu Queria Agora,129<->129
99,58,Wheatus - Teenage Dirtbag,Chuyin - CASADITAS,129<->129
99,58,The Weeknd - Starboy (w/ Daft Punk),Jonas Blue - Edge of Desire (w/ Malive),123<->123
99,58,Noah Kahan - Orbiter,"Aymo - Que pasa (w/ Aymen, Amo)",83<->83
99,58,Noah Kahan - Orbiter,Maria MarÃ§al - Aquieta Minh'Alma,83<->80
99,58,Drake - Passionfruit,Hermanos Espinoza - FREESTYLE,112<->112
99,58,Train - Drops of Jupiter,Fetty Wap - Trap Queen,103<->99
99,58,Men At Work - Down Under,PLK - Sex Model (w/ Theodora),107<->107
99,58,Omar Courtz - KOKO,Sean Paul - Temperature,129<->123
99,58,J Balvin - LA CANCIÃN (w/ Bad Bunny),Weezer - Island In The Sun,117<->112
99,57,Oscar Maydon - Tu Boda (w/ Fuerza Regida),ZezÃ© Di Camargo & Luciano - Sem Medo de Ser Feliz,112<->112
99,57,Oscar Maydon - Tu Boda (w/ Fuerza Regida),Matheus Vargas - Desocupa (w/ Cleber & Cauan),112<->107
99,57,Oscar Maydon - Tu Boda (w/ Fuerza Regida),Matheus & Kauan - Quarta Cadeira,112<->107
99,57,"dj andreoli - Menos Foco Mais Ansiedade (Ce Ta Nervosa) (w/ Mc JacareÌ, MC Ryan SP, MC LUUKY, Mc Lele JP, ZANOLINI)",Ziak - FENG SHUI,129<->129
99,57,Red Hot Chili Peppers - Can't Stop,Shashwat Sachdev - Ishq Jalakar,117<->117
99,57,Red Hot Chili Peppers - Can't Stop,Katy Perry - Legendary Lovers,117<->123
99,57,Henrique & Juliano - Ãltima Saudade (Ao Vivo),Veysel - ROTTERDAM,103<->99
99,57,Henrique & Juliano - Ãltima Saudade (Ao Vivo),Felipe e Rodrigo - Caos De AlguÃ©m (Ao Vivo),103<->103
99,57,Henrique & Juliano - Ãltima Saudade (Ao Vivo),Felipe e Rodrigo - Gosta De Rua (Ao Vivo),103<->103
99,57,Zach Bryan - Something in the Orange,Wesley SafadÃ£o - Displicente,107<->103
99,57,Chrystal - The Days,TK - Scarface 2.0,92<->89
99,57,Luke Combs - Where the Wild Things Are,Jul - C'est la citÃ© (w/ Naps),117<->123
99,57,Foo Fighters - Everlong,Pritam - Zara Sa (w/ KK),161<->161
99,57,Train - Drops of Jupiter,Ferrugem - Apaguei Pra Todos,103<->107
99,57,Pritam - Ye Tune Kya Kiya (w/ Javed Bashir),Afusic - Pal Pal (w/ AliSoomroMusic),198<->198
99,57,Men At Work - Down Under,Diego & Victor Hugo - MoÃ§a Pra Casar,107<->112
99,57,Men At Work - Down Under,Cleber & Cauan - AtÃ© Ficar Velhin,107<->112
99,57,Men At Work - Down Under,Panda - Porcelanato,107<->107
99,57,Men At Work - Down Under,Calle 24 - TÃXICOS,107<->107
99,57,Robyn - Dancing On My Own,"MC Meno K - Lembrei de Tu (w/ Oruam, Fepache)",117<->123
99,57,Omar Courtz - KOKO,Henrique & Juliano - AtÃ© VocÃª Voltar,129<->129
99,57,Lady Gaga - Poker Face,Cheema Y - Tutor (w/ Gur Sidhu),117<->112
99,57,Lady Gaga - Poker Face,Milky Chance - Stolen Dance,117<->112
99,57,Lady Gaga - Poker Face,"Calle 24 - ULTIMAMENTE (w/ Fuerza Regida, Chino Pacas)",117<->123
99,57,Morgan Wallen - Last Night,Matheus Vargas - Desocupa (w/ Cleber & Cauan),103<->107
99,57,Morgan Wallen - Last Night,Matheus & Kauan - Quarta Cadeira,103<->107
99,57,J Balvin - LA CANCIÃN (w/ Bad Bunny),CYRIL - Stumblin' In,117<->123
99,57,J Balvin - LA CANCIÃN (w/ Bad Bunny),Sexion dAssaut - Wati by Night,117<->117
99,57,Luke Combs - When It Rains It Pours,"MC GP - Semi Nua (w/ MC Meno K, Aaron Modesto, MC RN do CapÃ£o, DU'L, MC Rick, DJ Guh Mix, Marquinho no Beat, MC Ryan SP, Mc NegÃ£o Original)",129<->123
99,57,Madonna - Bring Your Love (w/ Sabrina Carpenter),"Mc NegÃ£o Original - Vou pela Madrugada (w/ MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix)",123<->123
99,57,Audrey Hobert - Sue me,System Of A Down - Toxicity,117<->123
99,57,Sean Paul - No Lie (w/ Dua Lipa),Katy Perry - Hot N Cold,136<->129
99,57,Sean Paul - No Lie (w/ Dua Lipa),GIMS - CIEL,136<->129
99,57,Sean Paul - No Lie (w/ Dua Lipa),Mc Lele JP - Toma Gostosona (w/ DJ Guh Mix),136<->129
99,57,Jazeek - AKON,Eminem - Without Me,117<->112
99,57,CORTIS - REDRED,The Chemical Brothers - Go,123<->117
99,57,BTS - Body to Body,Jung Kook - Seven (w/ Latto),123<->123
99,57,Justin Bieber - Sorry,Justin Bieber - Baby (w/ Ludacris),136<->129
99,57,Zartmann - tau mich auf,"Chappell Roan - Good Luck, Babe!",123<->117
99,57,Calvin Harris - Blessings (w/ Clementine Douglas),Zartmann - tau mich auf,129<->123
99,57,Tucker Wetmore - Brunette,"dj andreoli - Menos Foco Mais Ansiedade (Ce Ta Nervosa) (w/ Mc JacareÌ, MC Ryan SP, MC LUUKY, Mc Lele JP, ZANOLINI)",136<->129
99,56,Jazeek - AKON,Dardan - Mitten in der Nacht (w/ Azet),117<->123
99,56,Jazeek - AKON,GIMS - NINAO,117<->123
99,56,Jazeek - AKON,Genezio - OG (w/ Niska),117<->117
99,56,PLK - Sex Model (w/ Theodora),Diego & Victor Hugo - MoÃ§a Pra Casar,107<->112
99,56,PLK - Sex Model (w/ Theodora),Cleber & Cauan - AtÃ© Ficar Velhin,107<->112
99,56,Future - Build a Bitch,Cheema Y - California Love (w/ Gur Sidhu),123<->117
99,56,Junior H - MIENTRAS DUERMES,Drake - Plot Twist,123<->123
99,56,"Junior H - DROGA LETAL (w/ Gael Valenzuela, Peso Pluma)",Luis R Conriquez - Medusa (w/ Tito Double P),117<->112
99,56,CORTIS - REDRED,Drake - What Did I Miss?,123<->123
99,56,CORTIS - REDRED,GIMS - SPIDER (w/ DYSTINCT),123<->117
99,56,Tulus - Teh Hijau,Charlie Brown Jr. - SÃ³ os Loucos Sabem,99<->95
99,56,BTS - Body to Body,Fuerza Regida - PERO NO TE ENAMORES,123<->117
99,56,Morgan Wallen - Cowgirls (w/ ERNEST),"Cheu-B - Catalina (w/ Ghost Killer Track, SDM)",86<->83
99,56,Keane - Somewhere Only We Know,Sachin-Jigar - Tainu Khabar Nahi (w/ Arijit Singh),86<->89
99,56,Coldplay - Sparks,Mauvais djo - PilÃ©,136<->129
99,56,Coldplay - Sparks,KeBlack - Boucan (w/ Franglish),136<->129
99,56,Jung Kook - Seven (w/ Latto),Fuerza Regida - PERO NO TE ENAMORES,123<->117
99,56,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",Amir Jamal - Kaho Na Kaho (w/ Anu Malik),172<->172
99,56,Justin Bieber - Baby (w/ Ludacris),Jul - C'est la citÃ© (w/ Naps),129<->123
99,56,Justin Bieber - Baby (w/ Ludacris),"Sai Abhyankkar - Karuppa Kooda Va (w/ V.M. Mahalingam, Pa. Vijay)",129<->129
99,56,DJ Snake - Let Me Love You (w/ Justin Bieber),WIXO & LA2S - GMK,136<->136
99,56,DJ Snake - Let Me Love You (w/ Justin Bieber),Bamby - Pas Jalouse (w/ Kerchak),136<->136
99,56,Ed Sheeran - Shape of You,"2ZDinizz - Beatriz (w/ Leborato, HHR)",129<->123
99,56,BTS - Come Over,Jul - Pour un violet,95<->99
99,56,Justin Bieber - Confident,"ARJN - KALYANI (w/ KDS, FIFTY4, RONN)",136<->129
99,56,Justin Bieber - Confident,Fuerza Regida - INMORTAL (w/ Chuyin),136<->129
99,56,Drake - Whisper My Name,Guy2Bezbar - Monaco,123<->123
99,56,Drake - Whisper My Name,Werenoi - Chemin d'or,123<->123
99,56,Drake - Whisper My Name,Israel & Rodolffo - Marca Evidente,123<->123
99,56,Drake - Headlines,Ami Mishra - Hasi,152<->152
99,56,DaBaby - POP DAT THANG,Bamby - Pas Jalouse (w/ Kerchak),136<->136
99,56,DaBaby - POP DAT THANG,"TOMAS - Medley RelÃ­quia (w/ DJ ADUTTZ, MC Dricka)",136<->129
99,56,"USHER - Yeah! (w/ Lil Jon, Ludacris)",Diggo - Hipnotiza (w/ LÃ©o Santana),103<->103
99,56,Zartmann - tau mich auf,Werenoi - PÃ©tunias,123<->123
99,56,Pitbull - Timber (w/ Kesha),"Shankar-Ehsaan-Loy - Mitwa (w/ Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali)",129<->123
99,56,DopeNation - Kakalika,Icona Pop - I Love It (w/ Charli xcx),117<->123
99,56,Olivia Dean - Baby Steps,Victor Mendivil - GOET,95<->95
99,56,Kings of Leon - Use Somebody,Gusttavo Lima - Assunto Que DÃ³i,136<->136
99,56,KR$NA - Boom Shaka (w/ Dhanda Nyoliwala),La Mano 1.9 - JET SET,129<->129
99,56,Karan Aujla - Low Fade (w/ Mxrci),Karan Aujla - Wavy,89<->89
99,56,Calvin Harris - Blessings (w/ Clementine Douglas),The Temper Trap - Sweet Disposition,129<->129
99,56,Plain White Ts - Hey There Delilah,"Arijit Singh - Itni Si Baat Hain (From ""Azhar"") (w/ Antara Mitra)",103<->103
99,56,Plain White Ts - Hey There Delilah,Henrique & Juliano - Saudade De Quem Eu Sou (Ao Vivo),103<->99
99,56,3 Doors Down - Kryptonite,Drake - 2 Hard 4 The Radio,99<->103
99,56,3 Doors Down - Kryptonite,Theodora - ZOU BISOU (w/ Jul),99<->99
99,56,3 Doors Down - Kryptonite,MarÃ­lia MendonÃ§a - Foi por ConveniÃªncia,99<->99
99,56,The Chemical Brothers - Go,GIMS - SPIDER (w/ DYSTINCT),117<->117
99,56,Olivia Dean - Ok Love You Bye,Murilo Huff - Dois Enganados (w/ MarÃ­lia MendonÃ§a),103<->103
99,56,Morgan Wallen - What I Want (w/ Tate McRae),Marc SeguÃ­ - Tiroteo,117<->112
99,56,Morgan Wallen - What I Want (w/ Tate McRae),Plan B - Es un Secreto,117<->123
99,56,Morgan Wallen - What I Want (w/ Tate McRae),Luis R Conriquez - Que Gacho (w/ Neton Vega),117<->112
99,56,The Script - The Man Who Can't Be Moved,A.R. Rahman - Enna Sona (w/ Arijit Singh),99<->99
99,56,Disclosure - Latch (w/ Sam Smith),Mr. Probz - Waves,123<->117
99,56,Vegedream - Ramenez la coupe Ã la maison,Atif Aslam - O'Meri Laila (w/ Jyotica Tangri),107<->107
99,56,Vegedream - Ramenez la coupe Ã la maison,Yuyu19 - Blister (w/ CANEY030),107<->107
99,56,Himesh Reshammiya - Tera Chehra (w/ Arijit Singh),Black Eyed Peas - Meet Me Halfway,129<->129
99,56,The Temper Trap - Sweet Disposition,Zartmann - tau mich auf,129<->123
99,56,Madonna - La Isla Bonita,Future - Build a Bitch,129<->123
99,56,"Bob Sinclar - World, Hold On",Jung Kook - Seven (w/ Latto),129<->123
99,56,La FÃ¨ve - FINIS-LES,Mark Ronson - Uptown Funk (w/ Bruno Mars),117<->112
99,55,"Palak Muchhal - Chahun Main Ya Naa (From ""Aashiqui 2"") (w/ Arijit Singh)",Ninho - Dis-moi que tu m'aimes,107<->103
99,55,"Dj Caio Vieira - FAMOSINHA (w/ MC Meno K, Mc Rodrigo do CN)",Josh Fawaz - Like a Prayer,129<->129
99,55,Veysel - ROTTERDAM,Felipe e Rodrigo - Caos De AlguÃ©m (Ao Vivo),99<->103
99,55,Veysel - ROTTERDAM,Felipe e Rodrigo - Gosta De Rua (Ao Vivo),99<->103
99,55,LAVINIA - Reasons (w/ Ely Oaks),"PEDRO SAMPAIO - JETSKI (w/ MC Meno K, Melody)",152<->152
99,55,Dardan - Mitten in der Nacht (w/ Azet),GIMS - NINAO,123<->123
99,55,Kelly Clarkson - Since U Been Gone,Hozier - Take Me To Church,129<->129
99,55,Kelly Clarkson - Since U Been Gone,The Bausa - Magnetic,129<->129
99,55,Grupo Marca Registrada - Di Que SÃ­ (w/ Grupo Frontera),"Mc Lele JP - Vai Tomando Pock Pock (w/ MC Leozinho ZS, MC GH Original, MC Menor ZL, DJ GORDINHO DA VF, MC Meno K, MC PR)",129<->129
99,55,Cheema Y - California Love (w/ Gur Sidhu),Lady Gaga - Just Dance (w/ Colby O'Donis),117<->117
99,55,Cheema Y - California Love (w/ Gur Sidhu),Booba - Dolce Camara (w/ SDM),117<->112
99,55,Navaan Sandhu - Headliner (w/ Haakam),Black Cat - Na Za DÃ©solÃ©,92<->89
99,55,"Anand Raj Anand - Ucha Lamba Kad Forever (From ""Welcome To The Jungle"") (w/ Vikram Montrose, Rubai, Meggha Bali)",Black Cat - Na Za DÃ©solÃ©,92<->89
99,55,Cheema Y - Jackpot (w/ Gur Sidhu),Shashwat Sachdev - Lutt Le Gaya (w/ Simran Choudhary),129<->123
99,55,"Asim Azhar - Aarzu (w/ Noor, Khan, Madhurxo)",Kaique e Felipe - Mente SÃ£,143<->143
99,55,"Sai Abhyankkar - Karuppa Kooda Va (w/ V.M. Mahalingam, Pa. Vijay)",Jul - C'est la citÃ© (w/ Naps),129<->123
99,55,"Sai Abhyankkar - Karuppa Kooda Va (w/ V.M. Mahalingam, Pa. Vijay)",Olivia Dean - A Couple Minutes,129<->129
99,55,"Atif Aslam - Main Rang Sharbaton Ka (w/ Chinmayi, Pritam)",Guy2Bezbar - Je pense Ã toi,117<->117
99,55,"Atif Aslam - Main Rang Sharbaton Ka (w/ Chinmayi, Pritam)","MC GP - Semi Nua (w/ MC Meno K, Aaron Modesto, MC RN do CapÃ£o, DU'L, MC Rick, DJ Guh Mix, Marquinho no Beat, MC Ryan SP, Mc NegÃ£o Original)",117<->123
99,55,Shashwat Sachdev - Lutt Le Gaya (w/ Simran Choudhary),GIMS - SPIDER (w/ DYSTINCT),123<->117
99,55,thiarajxtt - Jogi (w/ Bir),El Randal - MJ,136<->129
99,55,thiarajxtt - Jogi (w/ Bir),2raumwohnung - 36Grad,136<->129
99,55,"Amaal Mallik - Soch Na Sake (w/ Arijit Singh, Tulsi Kumar)",Chino Pacas - Madrugada (w/ FLVCKKA),99<->95
99,55,"Mithoon - Phir Bhi Tumko Chaahunga (w/ Arijit Singh, Shashaa Tirupati)",Henrique & Diego - SuÃ­te 14,99<->103
99,55,"Arijit Singh - Itni Si Baat Hain (From ""Azhar"") (w/ Antara Mitra)","Hunny - Tu Hain Toh (From ""Mr. And Mrs. Mahi"") (w/ Bunny, Sagar)",103<->103
99,55,Pritam - Labon Ko (w/ KK),The Beaches - Edge of the Earth,107<->107
99,55,Shashwat Sachdev - Ishq Jalakar,Katy Perry - Legendary Lovers,117<->123
99,55,"A.R. Rahman - Raanjhanaa (w/ Jaswinder Singh, Shiraz Uppal)","Sai Abhyankkar - Singari (w/ Pradeep Ranganathan, Sai Smriti, Semv.iii)",112<->107
99,55,Mohit Chauhan - Tum Ho (w/ Suzanne D'Mello),Matheus & Kauan - Admita,95<->95
99,55,Atif Aslam - O'Meri Laila (w/ Jyotica Tangri),Yuyu19 - Blister (w/ CANEY030),107<->107
99,55,"Sachet Tandon - Malang Sajna (w/ Parampara Tandon, Kumaar)",Jeck - La recette (w/ Carla),112<->117
99,55,Navaan Sandhu - Deewane (w/ Bir),Lari Ferreira - Tudo Que Eu Queria Agora,129<->129
99,55,Navaan Sandhu - Deewane (w/ Bir),Chuyin - CASADITAS,129<->129
99,55,Udit Narayan - Jugraafiya (w/ Shreya Ghoshal),Maluma - Borro Cassette,92<->89
99,55,Cheema Y - Tutor (w/ Gur Sidhu),Milky Chance - Stolen Dance,112<->112
99,55,Cheema Y - Tutor (w/ Gur Sidhu),El Rabbanito - La Formula,112<->117
99,55,Cheema Y - The Beast (w/ Gur Sidhu),Werenoi - Poney,117<->117
99,55,Dasha - Austin,Natasha Bedingfield - Pocketful of Sunshine,117<->112
99,55,Tucker Wetmore - Brunette,Ziak - FENG SHUI,136<->129
99,55,Tucker Wetmore - Brunette,"Mc JacareÌ - VinganÃ§a (w/ MC LUUKY, dj andreoli)",136<->129
99,55,Drake - Plot Twist,Ninho - LES DIAMANTS DE BOKASSA (w/ Tiakola),123<->117
99,55,Drake - 2 Hard 4 The Radio,Theodora - ZOU BISOU (w/ Jul),103<->99
99,55,Drake - 2 Hard 4 The Radio,MarÃ­lia MendonÃ§a - Foi por ConveniÃªncia,103<->99
99,55,"A.R. Rahman - Aawaara Angaara (w/ Faheem Abdullah, Irshad Kamil)",BUNT. - LIEBE (w/ JBS),152<->152
99,55,2raumwohnung - 36Grad,Fuerza Regida - ME JALO (w/ Grupo Frontera),129<->123
99,55,Olivia Dean - A Couple Minutes,Jul - C'est la citÃ© (w/ Naps),129<->123
99,55,Teddy Swims - The Door,"Bob Sinclar - World, Hold On",129<->129
99,55,Teddy Swims - The Door,OG Plugging - BBL,129<->129
99,55,Teddy Swims - The Door,"Calle 24 - ULTIMAMENTE (w/ Fuerza Regida, Chino Pacas)",129<->123
99,55,Hozier - Take Me To Church,The Bausa - Magnetic,129<->129
99,55,G Flip - Bed on Fire,Som de Faculdade - Arame Farpado (w/ Mari Fernandez),152<->152
99,55,Milky Chance - Stolen Dance,El Rabbanito - La Formula,112<->117
99,55,BUNT. - TRIPPIN (w/ Mapei),Grupo Firme - El Beneficio De La Duda,143<->143
99,55,"Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)","TOMAS - Medley RelÃ­quia (w/ DJ ADUTTZ, MC Dricka)",129<->129
99,55,Lady Gaga - Just Dance (w/ Colby O'Donis),Booba - Dolce Camara (w/ SDM),117<->112
